"Meter Number","Meter Name","Meter Date","Voltage 1","Current 1 (Amps 1)"
"10009540","Meter 9540","=""2018-12-12 12:43:14""","128.00","0"
"10009540","Meter 9540","=""2018-12-12 12:43:15""","128.20","0"
"10009540","Meter 9540","=""2018-12-12 12:43:16""","128.30","0"
"10009540","Meter 9540","=""2018-12-12 12:43:17""","128.60","0"
"10009540","Meter 9540","=""2018-12-12 12:43:18""","128.60","0"
"10009540","Meter 9540","=""2018-12-12 12:43:19""","128.50","0"
"10009540","Meter 9540","=""2018-12-12 12:43:20""","128.40","0"
"10009540","Meter 9540","=""2018-12-12 12:43:21""","128.80","0"
"10009540","Meter 9540","=""2018-12-12 12:43:22""","128.90","0"
"10009540","Meter 9540","=""2018-12-12 12:43:23""","128.70","0"
"10009540","Meter 9540","=""2018-12-12 12:43:24""","128.80","0"
"10009540","Meter 9540","=""2018-12-12 12:43:25""","129.10","0"
"10009540","Meter 9540","=""2018-12-12 12:43:26""","129.40","0"
"10009540","Meter 9540","=""2018-12-12 12:43:27""","128.70","0"
"10009540","Meter 9540","=""2018-12-12 12:43:28""","128.60","0"
"10009540","Meter 9540","=""2018-12-12 12:43:29""","128.60","0"
"10009540","Meter 9540","=""2018-12-12 12:43:30""","128.40","0"
"10009540","Meter 9540","=""2018-12-12 12:43:31""","128.70","0"
"10009540","Meter 9540","=""2018-12-12 12:43:32""","128.60","0"
"10009540","Meter 9540","=""2018-12-12 12:43:33""","128.80","0"
"10009540","Meter 9540","=""2018-12-12 12:43:34""","129.10","0"
"10009540","Meter 9540","=""2018-12-12 12:43:35""","129.40","0"
"10009540","Meter 9540","=""2018-12-12 12:43:36""","129.60","0"
"10009540","Meter 9540","=""2018-12-12 12:43:37""","129.60","0"
"10009540","Meter 9540","=""2018-12-12 12:43:38""","129.30","0"
"10009540","Meter 9540","=""2018-12-12 12:43:39""","129.20","0"
"10009540","Meter 9540","=""2018-12-12 12:43:40""","129.30","0"
"10009540","Meter 9540","=""2018-12-12 12:43:41""","129.30","0"
"10009540","Meter 9540","=""2018-12-12 12:43:42""","129.20","0"
"10009540","Meter 9540","=""2018-12-12 12:43:43""","129.40","0"
"10009540","Meter 9540","=""2018-12-12 12:43:44""","129.20","0"
"10009540","Meter 9540","=""2018-12-12 12:43:45""","129.20","0"
"10009540","Meter 9540","=""2018-12-12 12:43:46""","129.20","0"
"10009540","Meter 9540","=""2018-12-12 12:43:47""","129.10","0"
"10009540","Meter 9540","=""2018-12-12 12:43:48""","129.30","0"
"10009540","Meter 9540","=""2018-12-12 12:43:49""","129.50","0"
"10009540","Meter 9540","=""2018-12-12 12:43:50""","129.50","0"
"10009540","Meter 9540","=""2018-12-12 12:43:51""","129.50","0"
"10009540","Meter 9540","=""2018-12-12 12:43:52""","129.70","0"
"10009540","Meter 9540","=""2018-12-12 12:43:53""","129.90","0"
"10009540","Meter 9540","=""2018-12-12 12:43:54""","130.10","0"
"10009540","Meter 9540","=""2018-12-12 12:43:55""","130.00","0"
"10009540","Meter 9540","=""2018-12-12 12:43:56""","130.00","0"
"10009540","Meter 9540","=""2018-12-12 12:43:57""","130.10","0"
"10009540","Meter 9540","=""2018-12-12 12:43:58""","130.10","0"
"10009540","Meter 9540","=""2018-12-12 12:43:59""","130.10","0"
"10009540","Meter 9540","=""2018-12-12 12:44:00""","130.10","0"
"10009540","Meter 9540","=""2018-12-12 12:44:01""","130.20","0"
"10009540","Meter 9540","=""2018-12-12 12:44:02""","130.10","0"
"10009540","Meter 9540","=""2018-12-12 12:44:03""","130.10","0"
"10009540","Meter 9540","=""2018-12-12 12:44:04""","130.10","0"
"10009540","Meter 9540","=""2018-12-12 12:44:05""","129.40","0"
"10009540","Meter 9540","=""2018-12-12 12:44:06""","129.40","0"
"10009540","Meter 9540","=""2018-12-12 12:44:07""","129.40","0"
"10009540","Meter 9540","=""2018-12-12 12:44:08""","129.40","0"
"10009540","Meter 9540","=""2018-12-12 12:44:09""","129.40","0"
"10009540","Meter 9540","=""2018-12-12 12:44:10""","129.50","0"
"10009540","Meter 9540","=""2018-12-12 12:44:11""","129.50","0"
"10009540","Meter 9540","=""2018-12-12 12:44:12""","129.40","0"
"10009540","Meter 9540","=""2018-12-12 12:44:13""","129.30","0"
"10009540","Meter 9540","=""2018-12-12 12:44:14""","129.30","0"
"10009540","Meter 9540","=""2018-12-12 12:44:15""","129.40","0"
"10009540","Meter 9540","=""2018-12-12 12:44:16""","129.40","0"
"10009540","Meter 9540","=""2018-12-12 12:44:17""","129.40","0"
"10009540","Meter 9540","=""2018-12-12 12:44:18""","129.60","0"
"10009540","Meter 9540","=""2018-12-12 12:44:19""","129.90","0"
"10009540","Meter 9540","=""2018-12-12 12:44:20""","128.80","0"
"10009540","Meter 9540","=""2018-12-12 12:44:21""","129.20","0"
"10009540","Meter 9540","=""2018-12-12 12:44:22""","129.20","0"
"10009540","Meter 9540","=""2018-12-12 12:44:23""","128.90","0"
"10009540","Meter 9540","=""2018-12-12 12:44:24""","128.90","0"
"10009540","Meter 9540","=""2018-12-12 12:44:25""","128.80","0"
"10009540","Meter 9540","=""2018-12-12 12:44:26""","129.20","0"
"10009540","Meter 9540","=""2018-12-12 12:44:27""","129.20","0"
"10009540","Meter 9540","=""2018-12-12 12:44:28""","129.00","0"
"10009540","Meter 9540","=""2018-12-12 12:44:29""","128.90","0"
"10009540","Meter 9540","=""2018-12-12 12:44:30""","128.80","0"
"10009540","Meter 9540","=""2018-12-12 12:44:31""","128.40","0"
"10009540","Meter 9540","=""2018-12-12 12:44:32""","128.20","0"
"10009540","Meter 9540","=""2018-12-12 12:44:33""","128.20","0"
"10009540","Meter 9540","=""2018-12-12 12:44:34""","128.30","0"
"10009540","Meter 9540","=""2018-12-12 12:44:35""","128.30","0"
"10009540","Meter 9540","=""2018-12-12 12:44:36""","128.30","0"
"10009540","Meter 9540","=""2018-12-12 12:44:37""","128.10","0"
"10009540","Meter 9540","=""2018-12-12 12:44:38""","128.00","0"
"10009540","Meter 9540","=""2018-12-12 12:44:39""","128.10","0"
"10009540","Meter 9540","=""2018-12-12 12:44:40""","128.20","0"
"10009540","Meter 9540","=""2018-12-12 12:44:41""","128.30","0"
"10009540","Meter 9540","=""2018-12-12 12:44:42""","128.30","0"
"10009540","Meter 9540","=""2018-12-12 12:44:43""","128.40","0"
"10009540","Meter 9540","=""2018-12-12 12:44:44""","128.40","0"
"10009540","Meter 9540","=""2018-12-12 12:44:45""","128.30","0"
"10009540","Meter 9540","=""2018-12-12 12:44:46""","128.40","0"
"10009540","Meter 9540","=""2018-12-12 12:44:47""","128.60","0"
"10009540","Meter 9540","=""2018-12-12 12:44:48""","128.90","0"
"10009540","Meter 9540","=""2018-12-12 12:44:49""","128.90","0"
"10009540","Meter 9540","=""2018-12-12 12:44:50""","128.70","0"
"10009540","Meter 9540","=""2018-12-12 12:44:51""","129.10","0"
"10009540","Meter 9540","=""2018-12-12 12:44:52""","129.60","0"
"10009540","Meter 9540","=""2018-12-12 12:44:53""","129.60","0"
"10009540","Meter 9540","=""2018-12-12 12:44:54""","129.60","0"
"10009540","Meter 9540","=""2018-12-12 12:44:55""","129.60","0"
"10009540","Meter 9540","=""2018-12-12 12:44:56""","129.60","0"
"10009540","Meter 9540","=""2018-12-12 12:44:57""","129.50","0"
"10009540","Meter 9540","=""2018-12-12 12:44:58""","129.30","0"
"10009540","Meter 9540","=""2018-12-12 12:44:59""","129.00","0"
"10009540","Meter 9540","=""2018-12-12 12:45:00""","129.00","0"
"10009540","Meter 9540","=""2018-12-12 12:45:01""","129.10","0"
"10009540","Meter 9540","=""2018-12-12 12:45:02""","129.00","0"
"10009540","Meter 9540","=""2018-12-12 12:45:03""","128.90","0"
"10009540","Meter 9540","=""2018-12-12 12:45:04""","129.00","0"
"10009540","Meter 9540","=""2018-12-12 12:45:05""","129.00","0"
"10009540","Meter 9540","=""2018-12-12 12:45:06""","128.90","0"
"10009540","Meter 9540","=""2018-12-12 12:45:07""","129.00","0"
"10009540","Meter 9540","=""2018-12-12 12:45:08""","129.10","0"
"10009540","Meter 9540","=""2018-12-12 12:45:09""","129.30","0"
"10009540","Meter 9540","=""2018-12-12 12:45:10""","129.60","0"
"10009540","Meter 9540","=""2018-12-12 12:45:11""","129.80","0"
"10009540","Meter 9540","=""2018-12-12 12:45:12""","129.90","0"
"10009540","Meter 9540","=""2018-12-12 12:45:13""","129.90","0"
"10009540","Meter 9540","=""2018-12-12 12:45:14""","129.80","0"
"10009540","Meter 9540","=""2018-12-12 12:45:15""","129.90","0"
"10009540","Meter 9540","=""2018-12-12 12:45:16""","129.90","0"
"10009540","Meter 9540","=""2018-12-12 12:45:17""","129.90","0"
"10009540","Meter 9540","=""2018-12-12 12:45:18""","129.80","0"
"10009540","Meter 9540","=""2018-12-12 12:45:19""","129.80","0"
"10009540","Meter 9540","=""2018-12-12 12:45:20""","129.90","0"
"10009540","Meter 9540","=""2018-12-12 12:45:21""","129.90","0"
"10009540","Meter 9540","=""2018-12-12 12:45:22""","130.00","0"
"10009540","Meter 9540","=""2018-12-12 12:45:23""","129.90","0"
"10009540","Meter 9540","=""2018-12-12 12:45:24""","129.60","0"
"10009540","Meter 9540","=""2018-12-12 12:45:25""","129.30","0"
"10009540","Meter 9540","=""2018-12-12 12:45:26""","129.30","0"
"10009540","Meter 9540","=""2018-12-12 12:45:27""","129.30","0"
"10009540","Meter 9540","=""2018-12-12 12:45:28""","129.30","0"
"10009540","Meter 9540","=""2018-12-12 12:45:29""","129.30","0"
"10009540","Meter 9540","=""2018-12-12 12:45:30""","129.10","0"
"10009540","Meter 9540","=""2018-12-12 12:45:31""","129.20","0"
"10009540","Meter 9540","=""2018-12-12 12:45:32""","129.20","0"
"10009540","Meter 9540","=""2018-12-12 12:45:33""","129.20","0"
"10009540","Meter 9540","=""2018-12-12 12:45:34""","129.20","0"
"10009540","Meter 9540","=""2018-12-12 12:45:35""","129.20","0"
"10009540","Meter 9540","=""2018-12-12 12:45:36""","129.20","0"
"10009540","Meter 9540","=""2018-12-12 12:45:37""","129.30","0"
"10009540","Meter 9540","=""2018-12-12 12:45:38""","129.80","0"
"10009540","Meter 9540","=""2018-12-12 12:45:39""","129.70","0"
"10009540","Meter 9540","=""2018-12-12 12:45:40""","129.70","0"
"10009540","Meter 9540","=""2018-12-12 12:45:41""","129.80","0"
"10009540","Meter 9540","=""2018-12-12 12:45:42""","129.80","0"
"10009540","Meter 9540","=""2018-12-12 12:45:43""","129.80","0"
"10009540","Meter 9540","=""2018-12-12 12:45:44""","129.80","0"
"10009540","Meter 9540","=""2018-12-12 12:45:45""","129.80","0"
"10009540","Meter 9540","=""2018-12-12 12:45:46""","129.50","0"
"10009540","Meter 9540","=""2018-12-12 12:45:47""","129.30","0"
"10009540","Meter 9540","=""2018-12-12 12:45:48""","129.50","0"
"10009540","Meter 9540","=""2018-12-12 12:45:49""","129.60","0"
"10009540","Meter 9540","=""2018-12-12 12:45:50""","129.50","0"
"10009540","Meter 9540","=""2018-12-12 12:45:51""","128.50","0"
"10009540","Meter 9540","=""2018-12-12 12:45:52""","129.00","0"
"10009540","Meter 9540","=""2018-12-12 12:45:53""","128.90","0"
"10009540","Meter 9540","=""2018-12-12 12:45:54""","128.40","0"
"10009540","Meter 9540","=""2018-12-12 12:45:55""","128.50","0"
"10009540","Meter 9540","=""2018-12-12 12:45:56""","128.30","0"
"10009540","Meter 9540","=""2018-12-12 12:45:57""","128.20","0"
"10009540","Meter 9540","=""2018-12-12 12:45:58""","128.30","0"
"10009540","Meter 9540","=""2018-12-12 12:45:59""","128.20","0"
"10009540","Meter 9540","=""2018-12-12 12:46:00""","128.20","0"
"10009540","Meter 9540","=""2018-12-12 12:46:01""","128.10","0"
"10009540","Meter 9540","=""2018-12-12 12:46:02""","128.10","0"
"10009540","Meter 9540","=""2018-12-12 12:46:03""","128.50","0"
"10009540","Meter 9540","=""2018-12-12 12:46:04""","128.50","0"
"10009540","Meter 9540","=""2018-12-12 12:46:05""","128.50","0"
"10009540","Meter 9540","=""2018-12-12 12:46:06""","128.50","0"
"10009540","Meter 9540","=""2018-12-12 12:46:07""","128.50","0"
"10009540","Meter 9540","=""2018-12-12 12:46:08""","128.50","0"
"10009540","Meter 9540","=""2018-12-12 12:46:09""","129.10","0"
"10009540","Meter 9540","=""2018-12-12 12:46:10""","129.20","0"
"10009540","Meter 9540","=""2018-12-12 12:46:11""","129.20","0"
"10009540","Meter 9540","=""2018-12-12 12:46:12""","129.30","0"
"10009540","Meter 9540","=""2018-12-12 12:46:13""","129.30","0"
"10009540","Meter 9540","=""2018-12-12 12:46:14""","129.30","0"
"10009540","Meter 9540","=""2018-12-12 12:46:15""","129.20","0"
"10009540","Meter 9540","=""2018-12-12 12:46:16""","129.20","0"
"10009540","Meter 9540","=""2018-12-12 12:46:17""","129.20","0"
"10009540","Meter 9540","=""2018-12-12 12:46:18""","128.50","0"
"10009540","Meter 9540","=""2018-12-12 12:46:19""","128.50","0"
"10009540","Meter 9540","=""2018-12-12 12:46:20""","128.30","0"
"10009540","Meter 9540","=""2018-12-12 12:46:21""","128.10","0"
"10009540","Meter 9540","=""2018-12-12 12:46:22""","127.70","0"
"10009540","Meter 9540","=""2018-12-12 12:46:23""","127.60","0"
"10009540","Meter 9540","=""2018-12-12 12:46:24""","127.80","0"
"10009540","Meter 9540","=""2018-12-12 12:46:25""","127.90","0"
"10009540","Meter 9540","=""2018-12-12 12:46:26""","127.80","0"
"10009540","Meter 9540","=""2018-12-12 12:46:27""","128.00","0"
"10009540","Meter 9540","=""2018-12-12 12:46:28""","128.00","0"
"10009540","Meter 9540","=""2018-12-12 12:46:29""","128.10","0"
"10009540","Meter 9540","=""2018-12-12 12:46:30""","128.80","0"
"10009540","Meter 9540","=""2018-12-12 12:46:31""","128.70","0"
"10009540","Meter 9540","=""2018-12-12 12:46:32""","128.60","0"
"10009540","Meter 9540","=""2018-12-12 12:46:33""","129.00","0"
"10009540","Meter 9540","=""2018-12-12 12:46:34""","128.80","0"
"10009540","Meter 9540","=""2018-12-12 12:46:35""","128.90","0"
"10009540","Meter 9540","=""2018-12-12 12:46:36""","129.00","0"
"10009540","Meter 9540","=""2018-12-12 12:46:37""","128.90","0"
"10009540","Meter 9540","=""2018-12-12 12:46:38""","129.00","0"
"10009540","Meter 9540","=""2018-12-12 12:46:39""","129.50","0"
"10009540","Meter 9540","=""2018-12-12 12:46:40""","129.50","0"
"10009540","Meter 9540","=""2018-12-12 12:46:41""","129.50","0"
"10009540","Meter 9540","=""2018-12-12 12:46:42""","129.30","0"
"10009540","Meter 9540","=""2018-12-12 12:46:43""","129.40","0"
"10009540","Meter 9540","=""2018-12-12 12:46:44""","129.30","0"
"10009540","Meter 9540","=""2018-12-12 12:46:45""","129.40","0"
"10009540","Meter 9540","=""2018-12-12 12:46:46""","129.20","0"
"10009540","Meter 9540","=""2018-12-12 12:46:47""","129.30","0"
"10009540","Meter 9540","=""2018-12-12 12:46:48""","129.30","0"
"10009540","Meter 9540","=""2018-12-12 12:46:49""","129.40","0"
"10009540","Meter 9540","=""2018-12-12 12:46:50""","129.40","0"
"10009540","Meter 9540","=""2018-12-12 12:46:51""","129.40","0"
"10009540","Meter 9540","=""2018-12-12 12:46:52""","129.50","0"
"10009540","Meter 9540","=""2018-12-12 12:46:53""","129.50","0"
"10009540","Meter 9540","=""2018-12-12 12:46:54""","129.60","0"
"10009540","Meter 9540","=""2018-12-12 12:46:55""","129.50","0"
"10009540","Meter 9540","=""2018-12-12 12:46:56""","129.60","0"
"10009540","Meter 9540","=""2018-12-12 12:46:57""","129.60","0"
"10009540","Meter 9540","=""2018-12-12 12:46:58""","129.60","0"
"10009540","Meter 9540","=""2018-12-12 12:46:59""","129.60","0"
"10009540","Meter 9540","=""2018-12-12 12:47:00""","129.60","0"
"10009540","Meter 9540","=""2018-12-12 12:47:01""","129.60","0"
"10009540","Meter 9540","=""2018-12-12 12:47:02""","129.50","0"
"10009540","Meter 9540","=""2018-12-12 12:47:03""","129.60","0"
"10009540","Meter 9540","=""2018-12-12 12:47:04""","129.50","0"
"10009540","Meter 9540","=""2018-12-12 12:47:05""","129.60","0"
"10009540","Meter 9540","=""2018-12-12 12:47:06""","129.50","0"
"10009540","Meter 9540","=""2018-12-12 12:47:07""","129.80","0"
"10009540","Meter 9540","=""2018-12-12 12:47:08""","130.00","0"
"10009540","Meter 9540","=""2018-12-12 12:47:09""","130.10","0"
"10009540","Meter 9540","=""2018-12-12 12:47:10""","130.00","0"
"10009540","Meter 9540","=""2018-12-12 12:47:11""","130.10","0"
"10009540","Meter 9540","=""2018-12-12 12:47:12""","130.10","0"
"10009540","Meter 9540","=""2018-12-12 12:47:13""","130.10","0"
"10009540","Meter 9540","=""2018-12-12 12:47:14""","130.10","0"
"10009540","Meter 9540","=""2018-12-12 12:47:15""","130.10","0"
"10009540","Meter 9540","=""2018-12-12 12:47:16""","130.00","0"
"10009540","Meter 9540","=""2018-12-12 12:47:17""","130.10","0"
"10009540","Meter 9540","=""2018-12-12 12:47:18""","129.90","0"
"10009540","Meter 9540","=""2018-12-12 12:47:19""","129.50","0"
"10009540","Meter 9540","=""2018-12-12 12:47:20""","129.40","0"
"10009540","Meter 9540","=""2018-12-12 12:47:21""","129.40","0"
"10009540","Meter 9540","=""2018-12-12 12:47:22""","129.40","0"
"10009540","Meter 9540","=""2018-12-12 12:47:23""","129.50","0"
"10009540","Meter 9540","=""2018-12-12 12:47:24""","129.50","0"
"10009540","Meter 9540","=""2018-12-12 12:47:25""","129.50","0"
"10009540","Meter 9540","=""2018-12-12 12:47:26""","129.40","0"
"10009540","Meter 9540","=""2018-12-12 12:47:27""","129.40","0"
"10009540","Meter 9540","=""2018-12-12 12:47:28""","129.40","0"
"10009540","Meter 9540","=""2018-12-12 12:47:29""","129.40","0"
"10009540","Meter 9540","=""2018-12-12 12:47:30""","129.70","0"
"10009540","Meter 9540","=""2018-12-12 12:47:31""","130.30","0"
"10009540","Meter 9540","=""2018-12-12 12:47:32""","130.20","0"
"10009540","Meter 9540","=""2018-12-12 12:47:33""","130.30","0"
"10009540","Meter 9540","=""2018-12-12 12:47:34""","130.40","0"
"10009540","Meter 9540","=""2018-12-12 12:47:35""","130.30","0"
"10009540","Meter 9540","=""2018-12-12 12:47:36""","130.40","0"
"10009540","Meter 9540","=""2018-12-12 12:47:37""","130.30","0"
"10009540","Meter 9540","=""2018-12-12 12:47:38""","130.30","0"
"10009540","Meter 9540","=""2018-12-12 12:47:39""","130.30","0"
"10009540","Meter 9540","=""2018-12-12 12:47:40""","130.20","0"
"10009540","Meter 9540","=""2018-12-12 12:47:41""","130.30","0"
"10009540","Meter 9540","=""2018-12-12 12:47:42""","130.20","0"
"10009540","Meter 9540","=""2018-12-12 12:47:43""","130.30","0"
"10009540","Meter 9540","=""2018-12-12 12:47:44""","130.00","0"
"10009540","Meter 9540","=""2018-12-12 12:47:45""","129.40","0"
"10009540","Meter 9540","=""2018-12-12 12:47:46""","129.40","0"
"10009540","Meter 9540","=""2018-12-12 12:47:47""","129.50","0"
"10009540","Meter 9540","=""2018-12-12 12:47:48""","129.50","0"
"10009540","Meter 9540","=""2018-12-12 12:47:49""","129.50","0"
"10009540","Meter 9540","=""2018-12-12 12:47:50""","129.40","0"
"10009540","Meter 9540","=""2018-12-12 12:47:51""","129.50","0"
"10009540","Meter 9540","=""2018-12-12 12:47:52""","129.60","0"
"10009540","Meter 9540","=""2018-12-12 12:47:53""","129.70","0"
"10009540","Meter 9540","=""2018-12-12 12:47:54""","129.70","0"
"10009540","Meter 9540","=""2018-12-12 12:47:55""","129.70","0"
"10009540","Meter 9540","=""2018-12-12 12:47:56""","129.80","0"
"10009540","Meter 9540","=""2018-12-12 12:47:57""","129.80","0"
"10009540","Meter 9540","=""2018-12-12 12:47:58""","129.80","0"
"10009540","Meter 9540","=""2018-12-12 12:47:59""","129.90","0"
"10009540","Meter 9540","=""2018-12-12 12:48:00""","130.20","0"
"10009540","Meter 9540","=""2018-12-12 12:48:01""","130.30","0"
"10009540","Meter 9540","=""2018-12-12 12:48:02""","130.30","0"
"10009540","Meter 9540","=""2018-12-12 12:48:03""","130.40","0"
"10009540","Meter 9540","=""2018-12-12 12:48:04""","130.30","0"
"10009540","Meter 9540","=""2018-12-12 12:48:05""","130.10","0"
"10009540","Meter 9540","=""2018-12-12 12:48:06""","130.00","0"
"10009540","Meter 9540","=""2018-12-12 12:48:07""","130.00","0"
"10009540","Meter 9540","=""2018-12-12 12:48:08""","130.10","0"
"10009540","Meter 9540","=""2018-12-12 12:48:09""","130.10","0"
"10009540","Meter 9540","=""2018-12-12 12:48:10""","130.10","0"
"10009540","Meter 9540","=""2018-12-12 12:48:11""","130.10","0"
"10009540","Meter 9540","=""2018-12-12 12:48:12""","129.70","0"
"10009540","Meter 9540","=""2018-12-12 12:48:13""","129.60","0"
"10009540","Meter 9540","=""2018-12-12 12:48:14""","129.60","0"
"10009540","Meter 9540","=""2018-12-12 12:48:15""","129.90","0"
"10009540","Meter 9540","=""2018-12-12 12:48:16""","129.90","0"
"10009540","Meter 9540","=""2018-12-12 12:48:17""","129.90","0"
"10009540","Meter 9540","=""2018-12-12 12:48:18""","129.90","0"
"10009540","Meter 9540","=""2018-12-12 12:48:19""","130.00","0"
"10009540","Meter 9540","=""2018-12-12 12:48:20""","130.00","0"
"10009540","Meter 9540","=""2018-12-12 12:48:21""","130.10","0"
"10009540","Meter 9540","=""2018-12-12 12:48:22""","129.90","0"
"10009540","Meter 9540","=""2018-12-12 12:48:23""","129.90","0"
"10009540","Meter 9540","=""2018-12-12 12:48:24""","129.90","0"
"10009540","Meter 9540","=""2018-12-12 12:48:25""","129.90","0"
"10009540","Meter 9540","=""2018-12-12 12:48:26""","129.80","0"
"10009540","Meter 9540","=""2018-12-12 12:48:27""","130.20","0"
"10009540","Meter 9540","=""2018-12-12 12:48:28""","130.30","0"
"10009540","Meter 9540","=""2018-12-12 12:48:29""","130.50","0"
"10009540","Meter 9540","=""2018-12-12 12:48:30""","130.40","0"
"10009540","Meter 9540","=""2018-12-12 12:48:31""","130.50","0"
"10009540","Meter 9540","=""2018-12-12 12:48:32""","130.40","0"
"10009540","Meter 9540","=""2018-12-12 12:48:33""","130.50","0"
"10009540","Meter 9540","=""2018-12-12 12:48:34""","130.50","0"
"10009540","Meter 9540","=""2018-12-12 12:48:35""","130.50","0"
"10009540","Meter 9540","=""2018-12-12 12:48:36""","130.40","0"
"10009540","Meter 9540","=""2018-12-12 12:48:37""","130.40","0"
"10009540","Meter 9540","=""2018-12-12 12:48:38""","130.50","0"
"10009540","Meter 9540","=""2018-12-12 12:48:39""","130.50","0"
"10009540","Meter 9540","=""2018-12-12 12:48:40""","130.30","0"
"10009540","Meter 9540","=""2018-12-12 12:48:41""","130.00","0"
"10009540","Meter 9540","=""2018-12-12 12:48:42""","129.90","0"
"10009540","Meter 9540","=""2018-12-12 12:48:43""","129.90","0"
"10009540","Meter 9540","=""2018-12-12 12:48:44""","129.80","0"
"10009540","Meter 9540","=""2018-12-12 12:48:45""","130.00","0"
"10009540","Meter 9540","=""2018-12-12 12:48:46""","129.90","0"
"10009540","Meter 9540","=""2018-12-12 12:48:47""","130.10","0"
"10009540","Meter 9540","=""2018-12-12 12:48:48""","130.10","0"
"10009540","Meter 9540","=""2018-12-12 12:48:49""","130.00","0"
"10009540","Meter 9540","=""2018-12-12 12:48:50""","129.90","0"
"10009540","Meter 9540","=""2018-12-12 12:48:51""","130.00","0"
"10009540","Meter 9540","=""2018-12-12 12:48:52""","130.00","0"
"10009540","Meter 9540","=""2018-12-12 12:48:53""","130.00","0"
"10009540","Meter 9540","=""2018-12-12 12:48:54""","130.30","0"
"10009540","Meter 9540","=""2018-12-12 12:48:55""","130.50","0"
"10009540","Meter 9540","=""2018-12-12 12:48:56""","130.50","0"
"10009540","Meter 9540","=""2018-12-12 12:48:57""","130.50","0"
"10009540","Meter 9540","=""2018-12-12 12:48:58""","130.50","0"
"10009540","Meter 9540","=""2018-12-12 12:48:59""","130.40","0"
"10009540","Meter 9540","=""2018-12-12 12:49:00""","130.40","0"
"10009540","Meter 9540","=""2018-12-12 12:49:01""","130.50","0"
"10009540","Meter 9540","=""2018-12-12 12:49:02""","130.40","0"
"10009540","Meter 9540","=""2018-12-12 12:49:03""","130.50","0"
"10009540","Meter 9540","=""2018-12-12 12:49:04""","130.50","0"
"10009540","Meter 9540","=""2018-12-12 12:49:05""","130.00","0"
"10009540","Meter 9540","=""2018-12-12 12:49:06""","129.90","0"
"10009540","Meter 9540","=""2018-12-12 12:49:07""","129.90","0"
"10009540","Meter 9540","=""2018-12-12 12:49:08""","130.00","0"
"10009540","Meter 9540","=""2018-12-12 12:49:09""","129.90","0"
"10009540","Meter 9540","=""2018-12-12 12:49:10""","130.00","0"
"10009540","Meter 9540","=""2018-12-12 12:49:11""","130.00","0"
"10009540","Meter 9540","=""2018-12-12 12:49:12""","130.00","0"
"10009540","Meter 9540","=""2018-12-12 12:49:13""","129.90","0"
"10009540","Meter 9540","=""2018-12-12 12:49:14""","130.00","0"
"10009540","Meter 9540","=""2018-12-12 12:49:15""","130.00","0"
"10009540","Meter 9540","=""2018-12-12 12:49:16""","130.00","0"
"10009540","Meter 9540","=""2018-12-12 12:49:17""","130.40","0"
"10009540","Meter 9540","=""2018-12-12 12:49:18""","130.40","0"
"10009540","Meter 9540","=""2018-12-12 12:49:19""","130.60","0"
"10009540","Meter 9540","=""2018-12-12 12:49:20""","130.60","0"
"10009540","Meter 9540","=""2018-12-12 12:49:21""","130.60","0"
"10009540","Meter 9540","=""2018-12-12 12:49:22""","130.60","0"
"10009540","Meter 9540","=""2018-12-12 12:49:23""","130.60","0"
"10009540","Meter 9540","=""2018-12-12 12:49:24""","130.60","0"
"10009540","Meter 9540","=""2018-12-12 12:49:25""","130.60","0"
"10009540","Meter 9540","=""2018-12-12 12:49:26""","130.60","0"
"10009540","Meter 9540","=""2018-12-12 12:49:27""","130.30","0"
"10009540","Meter 9540","=""2018-12-12 12:49:28""","130.10","0"
"10009540","Meter 9540","=""2018-12-12 12:49:29""","130.00","0"
"10009540","Meter 9540","=""2018-12-12 12:49:30""","130.00","0"
"10009540","Meter 9540","=""2018-12-12 12:49:31""","130.00","0"
"10009540","Meter 9540","=""2018-12-12 12:49:32""","130.00","0"
"10009540","Meter 9540","=""2018-12-12 12:49:33""","130.20","0"
"10009540","Meter 9540","=""2018-12-12 12:49:34""","130.10","0"
"10009540","Meter 9540","=""2018-12-12 12:49:35""","130.10","0"
"10009540","Meter 9540","=""2018-12-12 12:49:36""","130.40","0"
"10009540","Meter 9540","=""2018-12-12 12:49:37""","130.70","0"
"10009540","Meter 9540","=""2018-12-12 12:49:38""","130.70","0"
"10009540","Meter 9540","=""2018-12-12 12:49:39""","130.70","0"
"10009540","Meter 9540","=""2018-12-12 12:49:40""","130.70","0"
"10009540","Meter 9540","=""2018-12-12 12:49:41""","130.70","0"
"10009540","Meter 9540","=""2018-12-12 12:49:42""","130.70","0"
"10009540","Meter 9540","=""2018-12-12 12:49:43""","130.70","0"
"10009540","Meter 9540","=""2018-12-12 12:49:44""","130.70","0"
"10009540","Meter 9540","=""2018-12-12 12:49:45""","130.70","0"
"10009540","Meter 9540","=""2018-12-12 12:49:46""","130.60","0"
"10009540","Meter 9540","=""2018-12-12 12:49:47""","130.60","0"
"10009540","Meter 9540","=""2018-12-12 12:49:48""","130.30","0"
"10009540","Meter 9540","=""2018-12-12 12:49:49""","130.10","0"
"10009540","Meter 9540","=""2018-12-12 12:49:50""","130.10","0"
"10009540","Meter 9540","=""2018-12-12 12:49:51""","130.10","0"
