"Meter Number","Meter Name","Meter Date","Meter Day of Week","Total Kilowatt Hour","Total Kilowatt Hour T1 (TOU1)","Voltage 1","Current 1 (Amps 1)","Total Kilowatt Hour L1","Current Direction L1","Decimal Places"
"10009540","Meter 9540","=""2018-12-12 12:41:23""","4","478.9","457.0","129.70","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:41:24""","4","478.9","457.0","129.80","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:41:25""","4","478.9","457.0","129.30","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:41:26""","4","478.9","457.0","129.10","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:41:27""","4","478.9","457.0","129.10","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:41:28""","4","478.9","457.0","129.00","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:41:29""","4","478.9","457.0","128.90","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:41:30""","4","478.9","457.0","128.90","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:41:31""","4","478.9","457.0","129.00","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:41:32""","4","478.9","457.0","129.50","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:41:33""","4","478.9","457.0","130.00","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:41:34""","4","478.9","457.0","130.00","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:41:35""","4","478.9","457.0","130.00","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:41:36""","4","478.9","457.0","130.00","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:41:37""","4","478.9","457.0","130.00","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:41:38""","4","478.9","457.0","130.20","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:41:39""","4","478.9","457.0","130.60","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:41:40""","4","478.9","457.0","130.60","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:41:41""","4","478.9","457.0","130.60","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:41:42""","4","478.9","457.0","130.30","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:41:43""","4","478.9","457.0","130.00","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:41:44""","4","478.9","457.0","130.10","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:41:45""","4","478.9","457.0","130.00","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:41:46""","4","478.9","457.0","130.00","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:41:47""","4","478.9","457.0","130.10","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:41:48""","4","478.9","457.0","130.20","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:41:49""","4","478.9","457.0","130.20","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:41:50""","4","478.9","457.0","130.10","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:41:51""","4","478.9","457.0","130.10","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:41:52""","4","478.9","457.0","129.80","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:41:53""","4","478.9","457.0","129.60","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:41:54""","4","478.9","457.0","129.60","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:41:55""","4","478.9","457.0","129.60","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:41:56""","4","478.9","457.0","129.60","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:41:57""","4","478.9","457.0","130.00","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:41:58""","4","478.9","457.0","130.00","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:41:59""","4","478.9","457.0","130.00","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:42:00""","4","478.9","457.0","129.90","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:42:01""","4","478.9","457.0","129.90","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:42:02""","4","478.9","457.0","129.80","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:42:03""","4","478.9","457.0","129.90","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:42:04""","4","478.9","457.0","129.90","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:42:05""","4","478.9","457.0","130.30","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:42:06""","4","478.9","457.0","130.50","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:42:07""","4","478.9","457.0","130.50","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:42:08""","4","478.9","457.0","130.50","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:42:09""","4","478.9","457.0","130.50","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:42:10""","4","478.9","457.0","130.50","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:42:11""","4","478.9","457.0","130.50","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:42:12""","4","478.9","457.0","130.50","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:42:13""","4","478.9","457.0","130.30","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:42:14""","4","478.9","457.0","130.50","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:42:15""","4","478.9","457.0","130.60","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:42:16""","4","478.9","457.0","130.60","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:42:17""","4","478.9","457.0","130.60","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:42:18""","4","478.9","457.0","130.20","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:42:19""","4","478.9","457.0","130.00","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:42:20""","4","478.9","457.0","129.90","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:42:21""","4","478.9","457.0","130.00","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:42:22""","4","478.9","457.0","130.00","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:42:23""","4","478.9","457.0","130.00","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:42:24""","4","478.9","457.0","129.90","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:42:25""","4","478.9","457.0","129.50","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:42:26""","4","478.9","457.0","129.60","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:42:27""","4","478.9","457.0","129.90","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:42:28""","4","478.9","457.0","129.40","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:42:29""","4","478.9","457.0","129.50","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:42:30""","4","478.9","457.0","129.30","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:42:31""","4","478.9","457.0","129.80","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:42:32""","4","478.9","457.0","129.80","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:42:33""","4","478.9","457.0","129.70","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:42:34""","4","478.9","457.0","129.60","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:42:35""","4","478.9","457.0","129.70","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:42:36""","4","478.9","457.0","129.70","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:42:37""","4","478.9","457.0","129.60","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:42:38""","4","478.9","457.0","129.60","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:42:39""","4","478.9","457.0","129.60","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:42:40""","4","478.9","457.0","129.60","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:42:41""","4","478.9","457.0","129.30","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:42:42""","4","478.9","457.0","129.10","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:42:43""","4","478.9","457.0","128.90","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:42:44""","4","478.9","457.0","128.70","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:42:45""","4","478.9","457.0","128.70","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:42:46""","4","478.9","457.0","128.60","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:42:47""","4","478.9","457.0","128.60","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:42:48""","4","478.9","457.0","128.90","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:42:49""","4","478.9","457.0","128.90","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:42:50""","4","478.9","457.0","128.70","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:42:51""","4","478.9","457.0","128.80","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:42:52""","4","478.9","457.0","128.80","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:42:53""","4","478.9","457.0","128.80","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:42:54""","4","478.9","457.0","128.80","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:42:55""","4","478.9","457.0","128.60","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:42:56""","4","478.9","457.0","128.80","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:42:57""","4","478.9","457.0","129.40","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:42:58""","4","478.9","457.0","129.10","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:42:59""","4","478.9","457.0","129.20","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:43:00""","4","478.9","457.0","129.30","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:43:01""","4","478.9","457.0","129.40","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:43:02""","4","478.9","457.0","129.40","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:43:03""","4","478.9","457.0","129.20","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:43:04""","4","478.9","457.0","129.30","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:43:05""","4","478.9","457.0","129.30","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:43:06""","4","478.9","457.0","128.70","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:43:07""","4","478.9","457.0","128.50","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:43:08""","4","478.9","457.0","128.70","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:43:09""","4","478.9","457.0","129.20","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:43:10""","4","478.9","457.0","128.80","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:43:11""","4","478.9","457.0","128.50","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:43:12""","4","478.9","457.0","128.60","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:43:13""","4","478.9","457.0","127.90","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:43:14""","4","478.9","457.0","128.00","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:43:15""","4","478.9","457.0","128.20","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:43:16""","4","478.9","457.0","128.30","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:43:17""","4","478.9","457.0","128.60","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:43:18""","4","478.9","457.0","128.60","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:43:19""","4","478.9","457.0","128.50","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:43:20""","4","478.9","457.0","128.40","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:43:21""","4","478.9","457.0","128.80","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:43:22""","4","478.9","457.0","128.90","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:43:23""","4","478.9","457.0","128.70","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:43:24""","4","478.9","457.0","128.80","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:43:25""","4","478.9","457.0","129.10","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:43:26""","4","478.9","457.0","129.40","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:43:27""","4","478.9","457.0","128.70","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:43:28""","4","478.9","457.0","128.60","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:43:29""","4","478.9","457.0","128.60","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:43:30""","4","478.9","457.0","128.40","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:43:31""","4","478.9","457.0","128.70","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:43:32""","4","478.9","457.0","128.60","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:43:33""","4","478.9","457.0","128.80","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:43:34""","4","478.9","457.0","129.10","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:43:35""","4","478.9","457.0","129.40","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:43:36""","4","478.9","457.0","129.60","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:43:37""","4","478.9","457.0","129.60","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:43:38""","4","478.9","457.0","129.30","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:43:39""","4","478.9","457.0","129.20","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:43:40""","4","478.9","457.0","129.30","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:43:41""","4","478.9","457.0","129.30","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:43:42""","4","478.9","457.0","129.20","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:43:43""","4","478.9","457.0","129.40","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:43:44""","4","478.9","457.0","129.20","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:43:45""","4","478.9","457.0","129.20","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:43:46""","4","478.9","457.0","129.20","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:43:47""","4","478.9","457.0","129.10","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:43:48""","4","478.9","457.0","129.30","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:43:49""","4","478.9","457.0","129.50","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:43:50""","4","478.9","457.0","129.50","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:43:51""","4","478.9","457.0","129.50","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:43:52""","4","478.9","457.0","129.70","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:43:53""","4","478.9","457.0","129.90","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:43:54""","4","478.9","457.0","130.10","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:43:55""","4","478.9","457.0","130.00","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:43:56""","4","478.9","457.0","130.00","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:43:57""","4","478.9","457.0","130.10","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:43:58""","4","478.9","457.0","130.10","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:43:59""","4","478.9","457.0","130.10","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:44:00""","4","478.9","457.0","130.10","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:44:01""","4","478.9","457.0","130.20","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:44:02""","4","478.9","457.0","130.10","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:44:03""","4","478.9","457.0","130.10","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:44:04""","4","478.9","457.0","130.10","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:44:05""","4","478.9","457.0","129.40","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:44:06""","4","478.9","457.0","129.40","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:44:07""","4","478.9","457.0","129.40","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:44:08""","4","478.9","457.0","129.40","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:44:09""","4","478.9","457.0","129.40","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:44:10""","4","478.9","457.0","129.50","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:44:11""","4","478.9","457.0","129.50","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:44:12""","4","478.9","457.0","129.40","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:44:13""","4","478.9","457.0","129.30","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:44:14""","4","478.9","457.0","129.30","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:44:15""","4","478.9","457.0","129.40","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:44:16""","4","478.9","457.0","129.40","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:44:17""","4","478.9","457.0","129.40","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:44:18""","4","478.9","457.0","129.60","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:44:19""","4","478.9","457.0","129.90","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:44:20""","4","478.9","457.0","128.80","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:44:21""","4","478.9","457.0","129.20","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:44:22""","4","478.9","457.0","129.20","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:44:23""","4","478.9","457.0","128.90","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:44:24""","4","478.9","457.0","128.90","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:44:25""","4","478.9","457.0","128.80","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:44:26""","4","478.9","457.0","129.20","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:44:27""","4","478.9","457.0","129.20","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:44:28""","4","478.9","457.0","129.00","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:44:29""","4","478.9","457.0","128.90","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:44:30""","4","478.9","457.0","128.80","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:44:31""","4","478.9","457.0","128.40","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:44:32""","4","478.9","457.0","128.20","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:44:33""","4","478.9","457.0","128.20","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:44:34""","4","478.9","457.0","128.30","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:44:35""","4","478.9","457.0","128.30","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:44:36""","4","478.9","457.0","128.30","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:44:37""","4","478.9","457.0","128.10","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:44:38""","4","478.9","457.0","128.00","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:44:39""","4","478.9","457.0","128.10","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:44:40""","4","478.9","457.0","128.20","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:44:41""","4","478.9","457.0","128.30","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:44:42""","4","478.9","457.0","128.30","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:44:43""","4","478.9","457.0","128.40","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:44:44""","4","478.9","457.0","128.40","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:44:45""","4","478.9","457.0","128.30","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:44:46""","4","478.9","457.0","128.40","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:44:47""","4","478.9","457.0","128.60","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:44:48""","4","478.9","457.0","128.90","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:44:49""","4","478.9","457.0","128.90","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:44:50""","4","478.9","457.0","128.70","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:44:51""","4","478.9","457.0","129.10","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:44:52""","4","478.9","457.0","129.60","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:44:53""","4","478.9","457.0","129.60","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:44:54""","4","478.9","457.0","129.60","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:44:55""","4","478.9","457.0","129.60","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:44:56""","4","478.9","457.0","129.60","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:44:57""","4","478.9","457.0","129.50","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:44:58""","4","478.9","457.0","129.30","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:44:59""","4","478.9","457.0","129.00","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:45:00""","4","478.9","457.0","129.00","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:45:01""","4","478.9","457.0","129.10","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:45:02""","4","478.9","457.0","129.00","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:45:03""","4","478.9","457.0","128.90","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:45:04""","4","478.9","457.0","129.00","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:45:05""","4","478.9","457.0","129.00","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:45:06""","4","478.9","457.0","128.90","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:45:07""","4","478.9","457.0","129.00","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:45:08""","4","478.9","457.0","129.10","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:45:09""","4","478.9","457.0","129.30","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:45:10""","4","478.9","457.0","129.60","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:45:11""","4","478.9","457.0","129.80","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:45:12""","4","478.9","457.0","129.90","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:45:13""","4","478.9","457.0","129.90","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:45:14""","4","478.9","457.0","129.80","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:45:15""","4","478.9","457.0","129.90","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:45:16""","4","478.9","457.0","129.90","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:45:17""","4","478.9","457.0","129.90","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:45:18""","4","478.9","457.0","129.80","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:45:19""","4","478.9","457.0","129.80","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:45:20""","4","478.9","457.0","129.90","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:45:21""","4","478.9","457.0","129.90","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:45:22""","4","478.9","457.0","130.00","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:45:23""","4","478.9","457.0","129.90","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:45:24""","4","478.9","457.0","129.60","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:45:25""","4","478.9","457.0","129.30","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:45:26""","4","478.9","457.0","129.30","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:45:27""","4","478.9","457.0","129.30","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:45:28""","4","478.9","457.0","129.30","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:45:29""","4","478.9","457.0","129.30","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:45:30""","4","478.9","457.0","129.10","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:45:31""","4","478.9","457.0","129.20","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:45:32""","4","478.9","457.0","129.20","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:45:33""","4","478.9","457.0","129.20","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:45:34""","4","478.9","457.0","129.20","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:45:35""","4","478.9","457.0","129.20","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:45:36""","4","478.9","457.0","129.20","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:45:37""","4","478.9","457.0","129.30","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:45:38""","4","478.9","457.0","129.80","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:45:39""","4","478.9","457.0","129.70","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:45:40""","4","478.9","457.0","129.70","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:45:41""","4","478.9","457.0","129.80","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:45:42""","4","478.9","457.0","129.80","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:45:43""","4","478.9","457.0","129.80","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:45:44""","4","478.9","457.0","129.80","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:45:45""","4","478.9","457.0","129.80","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:45:46""","4","478.9","457.0","129.50","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:45:47""","4","478.9","457.0","129.30","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:45:48""","4","478.9","457.0","129.50","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:45:49""","4","478.9","457.0","129.60","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:45:50""","4","478.9","457.0","129.50","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:45:51""","4","478.9","457.0","128.50","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:45:52""","4","478.9","457.0","129.00","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:45:53""","4","478.9","457.0","128.90","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:45:54""","4","478.9","457.0","128.40","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:45:55""","4","478.9","457.0","128.50","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:45:56""","4","478.9","457.0","128.30","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:45:57""","4","478.9","457.0","128.20","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:45:58""","4","478.9","457.0","128.30","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:45:59""","4","478.9","457.0","128.20","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:46:00""","4","478.9","457.0","128.20","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:46:01""","4","478.9","457.0","128.10","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:46:02""","4","478.9","457.0","128.10","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:46:03""","4","478.9","457.0","128.50","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:46:04""","4","478.9","457.0","128.50","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:46:05""","4","478.9","457.0","128.50","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:46:06""","4","478.9","457.0","128.50","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:46:07""","4","478.9","457.0","128.50","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:46:08""","4","478.9","457.0","128.50","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:46:09""","4","478.9","457.0","129.10","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:46:10""","4","478.9","457.0","129.20","0","","",""
"10009540","Meter 9540","=""2018-12-12 12:46:11""","4","478.9","457.0","129.20","0","","",""
